descripcion,icono,tipo,estado,autonomia,lng,causa,hora,precision,pkFinal,provincia,fechaFin,horaFin,fecha,pkIni,sentido,alias,carretera,poblacion,suceso,codEle,nivel,lat,circulacion
"<span style=""margin-top:10px; float:left; clear:both""> <b>OBSTÁCULO FIJO</b> por <b>INCENDIO DE VEHÍCULO</b> en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">CV-400 </span> </b> en el <b> km 0</b> en <b>HORNO DE ALCEDO (VALENCIA/VALÈNCIA)</b> sentido <b>CRECIENTE DE LA KILOMETRACIÓN</b></span>",INC_OHZ_VFR_NAP_CAC.png,Incidencia,1,Comunitat Valenciana,-0.3896292,INCENDIO DE VEHÍCULO,11:07,1,0,VALENCIA/VALÈNCIA,?,?,31/10/2024,0,CRECIENTE DE LA KILOMETRACIÓN,OTROS / CV-400 (0.0 - 0.0),CV-400,HORNO DE ALCEDO,OTROS,16990245,NO APLICA,39.44599,Obstáculos
"<span style=""margin-top:10px; float:left; clear:both""> <b>OBSTÁCULO FIJO</b> en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">N-332 </span> </b> en el <b> km 71.725</b> en <b>GUARDAMAR DEL SEGURA (ALICANTE/ALACANT)</b> sentido <b>DECRECIENTE DE LA KILOMETRACIÓN</b></span>",INC_OHZ_OHX_NAP_CAC.png,Incidencia,1,Comunitat Valenciana,-0.6639262,,01:42,1,71.725,ALICANTE/ALACANT,?,?,01/11/2024,71.725,DECRECIENTE DE LA KILOMETRACIÓN,OTROS / N-332 (71.725 - 71.725),N-332,GUARDAMAR DEL SEGURA,OTROS,17007785,NO APLICA,38.093773,Obstáculos
"<span style=""margin-top:10px; float:left; clear:both""> <b>OBSTÁCULO FIJO</b> por <b>ACCIDENTE</b> en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">V-30 </span> </b> en el <b> km 15.772</b> en <b>TERRAMELAR (VALENCIA/VALÈNCIA)</b> sentido <b>CRECIENTE DE LA KILOMETRACIÓN</b></span>",INC_OHZ_VAC_NAP_CAC.png,Incidencia,1,Comunitat Valenciana,-0.4725666,ACCIDENTE,13:23,1,15.772,VALENCIA/VALÈNCIA,?,?,31/10/2024,15.772,CRECIENTE DE LA KILOMETRACIÓN,OTROS / V-30 (15.772 - 15.772),V-30,TERRAMELAR,OTROS,16994558,NO APLICA,39.510345,Obstáculos
"<span style=""margin-top:10px; float:left; clear:both""> <b>RESTRICCIONES EN ACCESOS</b> en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">A-7 </span> </b> desde el <b> km 429 </b> en <b>ATZENETA D'ALBAIDA (VALENCIA/VALÈNCIA)</b> al <b> km 428</b> en <b>ALBAIDA (VALENCIA/VALÈNCIA)</b> sentido <b>DECRECIENTE DE LA KILOMETRACIÓN</b> hacia <b>VALÈNCIA</b></span><span style=""margin-top:10px; float:left; clear:both""> Advertencia: <b>PROHIBIDO CAMIONES Y ARTICULADOS</b></span>",MED_REG_RSR_NAP_CAC.png,Incidencia,1,Comunitat Valenciana,-0.4677749,,19:42,1,428,VALENCIA/VALÈNCIA,?,?,31/10/2024,429,DECRECIENTE DE LA KILOMETRACIÓN,OTROS / A-7 (429.0 - 428.0),A-7,ATZENETA D'ALBAIDA,OTROS,17004091,NO APLICA,38.809566,Obstáculos
"<span style=""margin-top:10px; float:left; clear:both""> <b>DESVÍO OPERATIVO</b> por <b>METEOROLOGÍA ADVERSA</b> en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  - <b>VÍA DE SERVICIO</b> de la carretera  <b> <span style=""color:#ab3000"">A-3 </span> </b> en el <b> km 345</b> en <b>BARRI SANT JOSEP ARTESA (VALENCIA/VALÈNCIA)</b> sentido <b>CRECIENTE DE LA KILOMETRACIÓN</b> hacia <b>VALENCIA</b></span>",MED_REG_DO_NAP_CAC.png,Incidencia,1,Comunitat Valenciana,-0.4933144,METEOROLOGÍA ADVERSA,13:24,1,345,VALENCIA/VALÈNCIA,?,?,31/10/2024,345,CRECIENTE DE LA KILOMETRACIÓN,OTROS / A-3 (345.0 - 345.0),A-3,BARRI SANT JOSEP ARTESA,OTROS,16994530,NO APLICA,39.472954,Obstáculos
"<span style=""margin-top:10px; float:left; clear:both""> <b>ITINERARIO ALTERNATIVO</b> por <b>METEOROLOGÍA ADVERSA</b> en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">A-3 </span> </b> en el <b> km 177</b> en <b>ATALAYA DEL CAÑAVATE (CUENCA)</b> sentido <b>CRECIENTE DE LA KILOMETRACIÓN</b> hacia <b>VALÈNCIA</b></span>",MED_RCN_RAD_NAP_CAC.png,Incidencia,1,Castilla-La Mancha,-2.2471278,METEOROLOGÍA ADVERSA,13:33,1,177,CUENCA,?,?,31/10/2024,177,CRECIENTE DE LA KILOMETRACIÓN,OTROS / A-3 (177.0 - 177.0),A-3,ATALAYA DEL CAÑAVATE,OTROS,16994703,NO APLICA,39.52609,Obstáculos
"<span style=""margin-top:10px; float:left; clear:both""> <b>DESVÍO OPERATIVO</b> por <b>METEOROLOGÍA ADVERSA</b> en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  - <b>SALIDA</b> de la carretera  <b> <span style=""color:#ab3000"">A-7 </span> </b> en el <b> km 335.8</b> en <b>POLIGONO INDUSTRIAL SUR (VALENCIA/VALÈNCIA)</b> sentido <b>CRECIENTE DE LA KILOMETRACIÓN</b> hacia <b>ALICANTE - ENLACE A-3</b></span>",MED_REG_DO_NAP_CAC.png,Incidencia,1,Comunitat Valenciana,-0.5490494,METEOROLOGÍA ADVERSA,23:57,1,335.8,VALENCIA/VALÈNCIA,?,?,31/10/2024,335.8,CRECIENTE DE LA KILOMETRACIÓN,OTROS / A-7 (335.8 - 335.8),A-7,POLIGONO INDUSTRIAL SUR,OTROS,17007311,NO APLICA,39.475163,Obstáculos
"<span style=""margin-top:10px; float:left; clear:both""> <b>OBSTÁCULO FIJO</b> en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">CV-424 </span> </b> en el <b> km 1.517</b> en <b>CHIVA (VALENCIA/VALÈNCIA)</b> sentido <b>DECRECIENTE DE LA KILOMETRACIÓN</b></span>",INC_OHZ_OHX_NAP_CAC.png,Incidencia,1,Comunitat Valenciana,-0.5999101,,16:53,1,1.517,VALENCIA/VALÈNCIA,?,?,31/10/2024,1.517,DECRECIENTE DE LA KILOMETRACIÓN,OTROS / CV-424 (1.517 - 1.517),CV-424,CHIVA,OTROS,16999740,NO APLICA,39.461426,Obstáculos
"<span style=""margin-top:10px; float:left; clear:both""> <b>INUNDACIÓN</b> por <b>METEOROLOGÍA ADVERSA</b> en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">A-3 </span> </b> a la altura de <b>BARRI SANT JOSEP ARTESA (VALENCIA/VALÈNCIA)</b> desde el <b> km 345.7</b> al <b> km 345</b> sentido <b>DECRECIENTE DE LA KILOMETRACIÓN</b> hacia <b>MADRID</b></span><span style=""margin-top:10px; float:left; clear:both""> Advertencia: <b>CARRIL DERECHO CERRADO</b>, <b>CARRIL(ES) CENTRAL(ES) CERRADO(S)</b></span>",INC_MET_FLD_NAP_CAC.png,Incidencia,1,Comunitat Valenciana,-0.4856344,METEOROLOGÍA ADVERSA,13:24,1,345,VALENCIA/VALÈNCIA,?,?,31/10/2024,345.7,DECRECIENTE DE LA KILOMETRACIÓN,METEOROLÓGICO / A-3 (345.7 - 345.0),A-3,BARRI SANT JOSEP ARTESA,METEOROLÓGICO,16994531,NO APLICA,39.475002,Obstáculos
"<span style=""margin-top:10px; float:left; clear:both""> <b>OBSTÁCULO FIJO</b> en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">V-30 </span> </b> en el <b> km 11.261</b> en <b>BARRI SANT JOSEP ARTESA (VALENCIA/VALÈNCIA)</b> sentido <b>DECRECIENTE DE LA KILOMETRACIÓN</b></span>",INC_OHZ_VST_NAP_CAC.png,Incidencia,1,Comunitat Valenciana,-0.4338596,,00:15,1,11.261,VALENCIA/VALÈNCIA,?,?,01/11/2024,11.261,DECRECIENTE DE LA KILOMETRACIÓN,OTROS / V-30 (11.261 - 11.261),V-30,BARRI SANT JOSEP ARTESA,OTROS,17007436,NO APLICA,39.48447,Obstáculos
"<span style=""margin-top:10px; float:left; clear:both""> <b>OBSTÁCULO FIJO</b> por <b>INCENDIO DE VEHÍCULO</b> en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">V-31 </span> </b> en el <b> km 4.124</b> en <b>SILLA (VALENCIA/VALÈNCIA)</b> sentido <b>CRECIENTE DE LA KILOMETRACIÓN</b></span>",INC_OHZ_VFR_NAP_CAC.png,Incidencia,1,Comunitat Valenciana,-0.4178837,INCENDIO DE VEHÍCULO,18:16,1,4.124,VALENCIA/VALÈNCIA,?,?,31/10/2024,4.124,CRECIENTE DE LA KILOMETRACIÓN,OTROS / V-31 (4.124 - 4.124),V-31,SILLA,OTROS,17002041,NO APLICA,39.37455,Obstáculos
"<span style=""margin-top:10px; float:left; clear:both""> <b>INUNDACIÓN</b> por <b>METEOROLOGÍA ADVERSA</b> en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  - <b>ENLACE</b> de la carretera  <b> <span style=""color:#ab3000"">A-3 </span> </b> en el <b> km 340.97</b> en <b>POLIGONO INDUSTRIAL SUR (VALENCIA/VALÈNCIA)</b> sentido <b>DECRECIENTE DE LA KILOMETRACIÓN</b> hacia <b>A-7 BARCELONA</b></span><span style=""margin-top:10px; float:left; clear:both""> Advertencia: <b>CORTE DE UN CARRIL</b></span>",INC_MET_FLD_NAP_CAC.png,Incidencia,1,Comunitat Valenciana,-0.5388452,METEOROLOGÍA ADVERSA,23:57,1,340.97,VALENCIA/VALÈNCIA,?,?,31/10/2024,340.97,DECRECIENTE DE LA KILOMETRACIÓN,METEOROLÓGICO / A-3 (340.97 - 340.97),A-3,POLIGONO INDUSTRIAL SUR,METEOROLÓGICO,17007312,NO APLICA,39.47265,Obstáculos
"<span style=""margin-top:10px; float:left; clear:both""> <b>OBSTÁCULO FIJO</b> por <b>ACCIDENTE</b> en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">CV-10 </span> </b> en el <b> km 34.921</b> en <b>VENTORRILLO (EL) (CASTELLÓN/CASTELLÓ)</b> sentido <b>DECRECIENTE DE LA KILOMETRACIÓN</b></span>",INC_OHZ_VAC_NAP_CAC.png,Incidencia,1,Comunitat Valenciana,0.0226534,ACCIDENTE,07:39,1,34.921,CASTELLÓN/CASTELLÓ,?,?,31/10/2024,34.921,DECRECIENTE DE LA KILOMETRACIÓN,OTROS / CV-10 (34.921 - 34.921),CV-10,VENTORRILLO (EL),OTROS,16981886,NO APLICA,40.122295,Obstáculos
"<span style=""margin-top:10px; float:left; clear:both""> <b>OBSTÁCULO FIJO</b> en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">CV-10 </span> </b> en el <b> km 76.463</b> en <b>MASIA LA SOLANA (CASTELLÓN/CASTELLÓ)</b> sentido <b>DECRECIENTE DE LA KILOMETRACIÓN</b></span>",INC_OHZ_OHX_NAP_CAC.png,Incidencia,1,Comunitat Valenciana,0.1735178,,10:49,1,76.463,CASTELLÓN/CASTELLÓ,?,?,31/10/2024,76.463,DECRECIENTE DE LA KILOMETRACIÓN,OTROS / CV-10 (76.463 - 76.463),CV-10,MASIA LA SOLANA,OTROS,16989268,NO APLICA,40.419773,Obstáculos
"<span style=""margin-top:10px; float:left; clear:both""> <b>OBSTÁCULO FIJO</b> en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">A-7 </span> </b> en el <b> km 404.873</b> en <b>XATIVA (VALENCIA/VALÈNCIA)</b> sentido <b>DECRECIENTE DE LA KILOMETRACIÓN</b></span>",INC_OHZ_OHX_NAP_CAC.png,Incidencia,1,Comunitat Valenciana,-0.55947,,11:59,1,404.873,VALENCIA/VALÈNCIA,?,?,31/10/2024,404.873,DECRECIENTE DE LA KILOMETRACIÓN,OTROS / A-7 (404.873 - 404.873),A-7,XATIVA,OTROS,16991998,NO APLICA,38.95184,Obstáculos
"<span style=""margin-top:10px; float:left; clear:both""> <b>OBSTÁCULO FIJO</b> en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">A-7 </span> </b> en el <b> km 310.998</b> en <b>PUIG (VALENCIA/VALÈNCIA)</b> sentido <b>CRECIENTE DE LA KILOMETRACIÓN</b></span>",INC_OHZ_OHX_NAP_CAC.png,Incidencia,1,Comunitat Valenciana,-0.3429984,,11:33,1,310.998,VALENCIA/VALÈNCIA,?,?,31/10/2024,310.998,CRECIENTE DE LA KILOMETRACIÓN,OTROS / A-7 (310.998 - 310.998),A-7,PUIG,OTROS,16991246,NO APLICA,39.61187,Obstáculos
"<span style=""margin-top:10px; float:left; clear:both""> <b>OTROS</b> en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">A-3 </span> </b> en el <b> km 322</b> en <b>CHIVA (VALENCIA/VALÈNCIA)</b> sentido <b>CRECIENTE DE LA KILOMETRACIÓN</b></span>",MED_REG_OTG_NAP_CAC.png,Incidencia,1,Comunitat Valenciana,-0.74691,,20:57,1,322,VALENCIA/VALÈNCIA,?,?,31/10/2024,322,CRECIENTE DE LA KILOMETRACIÓN,OTROS / A-3 (322.0 - 322.0),A-3,CHIVA,OTROS,17005395,NO APLICA,39.44634,Obstáculos
"<span style=""margin-top:10px; float:left; clear:both""> <b>INUNDACIÓN</b> por <b>METEOROLOGÍA ADVERSA</b> en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  - <b>SALIDA</b> de la carretera  <b> <span style=""color:#ab3000"">A-3 </span> </b> en el <b> km 339.43</b> en <b>POLIGONO INDUSTRIAL SUR (VALENCIA/VALÈNCIA)</b> sentido <b>CRECIENTE DE LA KILOMETRACIÓN</b> hacia <b>A-7 ALICANTE</b></span><span style=""margin-top:10px; float:left; clear:both""> Advertencia: <b>CORTE DE UN CARRIL</b></span>",INC_MET_FLD_NAP_CAC.png,Incidencia,1,Comunitat Valenciana,-0.5565972,METEOROLOGÍA ADVERSA,23:57,1,339.43,VALENCIA/VALÈNCIA,?,?,31/10/2024,339.43,CRECIENTE DE LA KILOMETRACIÓN,METEOROLÓGICO / A-3 (339.43 - 339.43),A-3,POLIGONO INDUSTRIAL SUR,METEOROLÓGICO,17007273,NO APLICA,39.47285,Obstáculos
"<span style=""margin-top:10px; float:left; clear:both""> <b>OBSTÁCULO FIJO</b> en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">N-332 </span> </b> en el <b> km 160.438</b> en <b>OLLA (L') (ALICANTE/ALACANT)</b> sentido <b>CRECIENTE DE LA KILOMETRACIÓN</b></span>",INC_OHZ_OHX_NAP_CAC.png,Incidencia,1,Comunitat Valenciana,-0.028273,,20:57,1,160.438,ALICANTE/ALACANT,?,?,31/10/2024,160.438,CRECIENTE DE LA KILOMETRACIÓN,OTROS / N-332 (160.438 - 160.438),N-332,OLLA (L'),OTROS,17005407,NO APLICA,38.62021,Obstáculos
"<span style=""margin-top:10px; float:left; clear:both""> <b>OBSTÁCULO FIJO</b> por <b>ACCIDENTE</b> en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">A-7 </span> </b> en el <b> km 373.462</b> en <b>COMES (LES) (VALENCIA/VALÈNCIA)</b> sentido <b>CRECIENTE DE LA KILOMETRACIÓN</b></span>",INC_OHZ_VAC_NAP_CAC.png,Incidencia,1,Comunitat Valenciana,-0.4962563,ACCIDENTE,07:12,1,373.462,VALENCIA/VALÈNCIA,?,?,31/10/2024,373.462,CRECIENTE DE LA KILOMETRACIÓN,OTROS / A-7 (373.462 - 373.462),A-7,COMES (LES),OTROS,16981378,NO APLICA,39.192165,Obstáculos
"<span style=""margin-top:10px; float:left; clear:both""> <b>OBSTÁCULO FIJO</b> en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">CV-50 </span> </b> en el <b> km 84.925</b> en <b>VILAMARXANT (VALENCIA/VALÈNCIA)</b> sentido <b>CRECIENTE DE LA KILOMETRACIÓN</b></span>",INC_OHZ_OHX_NAP_CAC.png,Incidencia,1,Comunitat Valenciana,-0.6342065,,12:05,1,84.925,VALENCIA/VALÈNCIA,?,?,31/10/2024,84.925,CRECIENTE DE LA KILOMETRACIÓN,OTROS / CV-50 (84.925 - 84.925),CV-50,VILAMARXANT,OTROS,16992238,NO APLICA,39.56072,Obstáculos
"<span style=""margin-top:10px; float:left; clear:both""> <b>OTROS</b> en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  - <b>SALIDA</b> de la carretera  <b> <span style=""color:#ab3000"">A-7 </span> </b> en el <b> km 335</b> en <b>POLIGONO INDUSTRIAL SUR (VALENCIA/VALÈNCIA)</b> sentido <b>CRECIENTE DE LA KILOMETRACIÓN</b> hacia <b>A-3 VALENCIA</b></span><span style=""margin-top:10px; float:left; clear:both""> Advertencia: <b>CORTE DE UN CARRIL</b></span>",MED_REG_OTG_NAP_CAC.png,Incidencia,1,Comunitat Valenciana,-0.5457819,,16:54,1,335,VALENCIA/VALÈNCIA,?,?,31/10/2024,335,CRECIENTE DE LA KILOMETRACIÓN,OTROS / A-7 (335.0 - 335.0),A-7,POLIGONO INDUSTRIAL SUR,OTROS,16999667,NO APLICA,39.481693,Obstáculos
"<span style=""margin-top:10px; float:left; clear:both""> <b>INUNDACIÓN</b> por <b>METEOROLOGÍA ADVERSA</b> en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  - <b>SALIDA</b> de la carretera  <b> <span style=""color:#ab3000"">A-7 </span> </b> en el <b> km 337</b> en <b>PAI I CAPELLANS (VALENCIA/VALÈNCIA)</b> sentido <b>AMBOS SENTIDOS</b></span><span style=""margin-top:10px; float:left; clear:both""> Advertencia: <b>CORTE DE UN CARRIL</b></span>",INC_MET_FLD_NAP_CAC.png,Incidencia,1,Comunitat Valenciana,-0.5513753,METEOROLOGÍA ADVERSA,23:57,1,337,VALENCIA/VALÈNCIA,?,?,31/10/2024,337,AMBOS SENTIDOS,METEOROLÓGICO / A-7 (337.0 - 337.0),A-7,PAI I CAPELLANS,METEOROLÓGICO,17007274,NO APLICA,39.4646,Obstáculos
"<span style=""margin-top:10px; float:left; clear:both""> <b>OBSTÁCULO FIJO</b> en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">CV-543 </span> </b> en el <b> km 2.027</b> en <b>COGULLADA (VALENCIA/VALÈNCIA)</b> sentido <b>DECRECIENTE DE LA KILOMETRACIÓN</b></span>",INC_OHZ_OHX_NAP_CAC.png,Incidencia,1,Comunitat Valenciana,-0.4784164,,07:22,1,2.027,VALENCIA/VALÈNCIA,?,?,31/10/2024,2.027,DECRECIENTE DE LA KILOMETRACIÓN,OTROS / CV-543 (2.027 - 2.027),CV-543,COGULLADA,OTROS,16981478,NO APLICA,39.110157,Obstáculos
"<span style=""margin-top:10px; float:left; clear:both""> <b>OBSTÁCULO FIJO</b> en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">A-3 </span> </b> en el <b> km 330.252</b> en <b>CHESTE (VALENCIA/VALÈNCIA)</b> sentido <b>CRECIENTE DE LA KILOMETRACIÓN</b></span>",INC_OHZ_OHX_NAP_CAC.png,Incidencia,1,Comunitat Valenciana,-0.6623174,,07:53,1,330.252,VALENCIA/VALÈNCIA,?,?,31/10/2024,330.252,CRECIENTE DE LA KILOMETRACIÓN,OTROS / A-3 (330.252 - 330.252),A-3,CHESTE,OTROS,16982236,NO APLICA,39.471424,Obstáculos
"<span style=""margin-top:10px; float:left; clear:both""> <b>OBSTÁCULO FIJO</b> en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">A-7 </span> </b> en el <b> km 515.659</b> en <b>VALLVERDA (ALICANTE/ALACANT)</b> sentido <b>CRECIENTE DE LA KILOMETRACIÓN</b></span>",INC_OHZ_OHX_NAP_CAC.png,Incidencia,1,Comunitat Valenciana,-0.7032525,,00:26,1,515.659,ALICANTE/ALACANT,?,?,01/11/2024,515.659,CRECIENTE DE LA KILOMETRACIÓN,OTROS / A-7 (515.659 - 515.659),A-7,VALLVERDA,OTROS,17007468,NO APLICA,38.291847,Obstáculos
"<span style=""margin-top:10px; float:left; clear:both""> <b>INUNDACIÓN</b> por <b>METEOROLOGÍA ADVERSA</b> en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">V-31 </span> </b> desde el <b> km 5 </b> en <b>SILLA (VALENCIA/VALÈNCIA)</b> al <b> km 12</b> en <b>HORNO DE ALCEDO (VALENCIA/VALÈNCIA)</b> sentido <b>CRECIENTE DE LA KILOMETRACIÓN</b> hacia <b>VALENCIA</b></span><span style=""margin-top:10px; float:left; clear:both""> Advertencia: <b>CARRIL IZQUIERDO CERRADO</b>, <b>CARRIL(ES) CENTRAL(ES) CERRADO(S)</b></span>",INC_MET_FLD_NAP_CAC.png,Incidencia,1,Comunitat Valenciana,-0.4080986,METEOROLOGÍA ADVERSA,21:00,1,12,VALENCIA/VALÈNCIA,?,?,31/10/2024,5,CRECIENTE DE LA KILOMETRACIÓN,METEOROLÓGICO / V-31 (5.0 - 12.0),V-31,SILLA,METEOROLÓGICO,17005621,NO APLICA,39.37698,Obstáculos
"<span style=""margin-top:10px; float:left; clear:both""> <b>OBSTÁCULO FIJO</b> en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">CV-10 </span> </b> en el <b> km 23.395</b> en <b>BORRIOL (CASTELLÓN/CASTELLÓ)</b> sentido <b>DECRECIENTE DE LA KILOMETRACIÓN</b></span>",INC_OHZ_OHX_NAP_CAC.png,Incidencia,1,Comunitat Valenciana,-0.061171,,13:57,1,23.395,CASTELLÓN/CASTELLÓ,?,?,31/10/2024,23.395,DECRECIENTE DE LA KILOMETRACIÓN,OTROS / CV-10 (23.395 - 23.395),CV-10,BORRIOL,OTROS,16995376,NO APLICA,40.04202,Obstáculos
"<span style=""margin-top:10px; float:left; clear:both""> <b>OBSTÁCULO FIJO</b> en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">V-30 </span> </b> en el <b> km 4.688</b> en <b>HORNO DE ALCEDO (VALENCIA/VALÈNCIA)</b> sentido <b>CRECIENTE DE LA KILOMETRACIÓN</b></span>",INC_OHZ_OHX_NAP_CAC.png,Incidencia,1,Comunitat Valenciana,-0.3863893,,16:33,1,4.688,VALENCIA/VALÈNCIA,?,?,31/10/2024,4.688,CRECIENTE DE LA KILOMETRACIÓN,OTROS / V-30 (4.688 - 4.688),V-30,HORNO DE ALCEDO,OTROS,16999289,NO APLICA,39.437996,Obstáculos
"<span style=""margin-top:10px; float:left; clear:both""> <b>INUNDACIÓN</b> por <b>METEOROLOGÍA ADVERSA</b> en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">A-1501 </span> </b> desde el <b> km 24 </b> en <b>JARABA (ZARAGOZA)</b> al <b> km 19</b> en <b>IBDES (ZARAGOZA)</b> sentido <b>AMBOS SENTIDOS</b></span><span style=""margin-top:10px; float:left; clear:both""> Advertencia: <b>CONDICIONES DIFÍCILES CIRCULACIÓN</b></span>",INC_MET_FLD_NAP_CAC.png,Incidencia,1,Aragón,-1.8696911,METEOROLOGÍA ADVERSA,10:18,1,19,ZARAGOZA,?,?,31/10/2024,24,AMBOS SENTIDOS,METEOROLÓGICO / A-1501 (24.0 - 19.0),A-1501,JARABA,METEOROLÓGICO,16988059,NO APLICA,41.19428,Obstáculos
"<span style=""margin-top:10px; float:left; clear:both""> <b>OBSTÁCULO FIJO</b> en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">A-7 </span> </b> en el <b> km 325.021</b> en <b>TERRAMELAR (VALENCIA/VALÈNCIA)</b> sentido <b>CRECIENTE DE LA KILOMETRACIÓN</b></span>",INC_OHZ_OHX_NAP_CAC.png,Incidencia,1,Comunitat Valenciana,-0.4604566,,08:13,1,325.021,VALENCIA/VALÈNCIA,?,?,31/10/2024,325.021,CRECIENTE DE LA KILOMETRACIÓN,OTROS / A-7 (325.021 - 325.021),A-7,TERRAMELAR,OTROS,16982971,NO APLICA,39.533653,Obstáculos
"<span style=""margin-top:10px; float:left; clear:both""> <b>INUNDACIÓN</b> por <b>METEOROLOGÍA ADVERSA</b> en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">A-7 </span> </b> en el <b> km 429</b> en <b>ATZENETA D'ALBAIDA (VALENCIA/VALÈNCIA)</b> sentido <b>DECRECIENTE DE LA KILOMETRACIÓN</b></span>",INC_MET_FLD_NAP_CAC.png,Incidencia,1,Comunitat Valenciana,-0.4677746,METEOROLOGÍA ADVERSA,19:01,1,429,VALENCIA/VALÈNCIA,?,?,31/10/2024,429,DECRECIENTE DE LA KILOMETRACIÓN,METEOROLÓGICO / A-7 (429.0 - 429.0),A-7,ATZENETA D'ALBAIDA,METEOROLÓGICO,17003191,NO APLICA,38.809566,Obstáculos
"<span style=""margin-top:10px; float:left; clear:both""> <b>OBSTÁCULO FIJO</b> por <b>ACCIDENTE</b> en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">A-7 </span> </b> en el <b> km 523.971</b> en <b>SAN FELIPE NERI (ALICANTE/ALACANT)</b> sentido <b>CRECIENTE DE LA KILOMETRACIÓN</b></span>",INC_OHZ_VAC_NAP_CAC.png,Incidencia,1,Comunitat Valenciana,-0.7710128,ACCIDENTE,22:02,1,523.971,ALICANTE/ALACANT,?,?,31/10/2024,523.971,CRECIENTE DE LA KILOMETRACIÓN,OTROS / A-7 (523.971 - 523.971),A-7,SAN FELIPE NERI,OTROS,17006380,NO APLICA,38.24747,Obstáculos
